time,a1,sigma,e,a2,J2,a1rate,e1rate,a2rate
1.491000e+06,4.635672e+00,4.999420e-01,4.033546e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.501000e+06,4.635672e+00,5.047842e-01,4.031230e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.511000e+06,4.635672e+00,5.105184e-01,4.028900e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.521000e+06,4.635672e+00,5.171507e-01,4.026553e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.531000e+06,4.635672e+00,5.246876e-01,4.024188e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.541000e+06,4.635672e+00,5.331367e-01,4.021802e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.551000e+06,4.635672e+00,5.425061e-01,4.019393e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.561000e+06,4.635672e+00,5.528049e-01,4.016960e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.571000e+06,4.635672e+00,5.640422e-01,4.014503e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.581000e+06,4.635672e+00,5.762279e-01,4.012019e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.591000e+06,4.635672e+00,5.893722e-01,4.009508e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.601000e+06,4.635672e+00,6.034853e-01,4.006970e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.611000e+06,4.635672e+00,6.185776e-01,4.004405e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.621000e+06,4.635672e+00,6.346593e-01,4.001814e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.631000e+06,4.635672e+00,6.517404e-01,3.999197e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.641000e+06,4.635672e+00,6.698303e-01,3.996556e-01,1.000000e+05,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00
