t,a,e,omega,Omega,res,M2
2.958814378494619e+06,4.635305501211059e+00,4.042248508459049e-01,-1.716134809159779e+00,0.000000e+00,2.605345e+00,8.892105e-01
2.966746856721340e+06,4.635499056295222e+00,4.042985364401103e-01,-1.464601461155603e+00,0.000000e+00,2.604660e+00,1.140059e+00
2.974679334948061e+06,4.634932077238733e+00,4.042024397958266e-01,-1.213666480930509e+00,0.000000e+00,2.604573e+00,1.390907e+00
2.982611813174783e+06,4.634810247463962e+00,4.042057106097978e-01,-9.628662895822808e-01,0.000000e+00,2.604621e+00,1.641755e+00
2.990544291401504e+06,4.634779485765106e+00,4.042293520411848e-01,-7.120400271881109e-01,0.000000e+00,2.604643e+00,1.892603e+00
2.998476769628225e+06,4.634777667991325e+00,4.042594905076033e-01,-4.611943680124649e-01,0.000000e+00,2.604646e+00,2.143451e+00
3.006409247854947e+06,4.634802268832869e+00,4.042955349661958e-01,-2.103372837395444e-01,0.000000e+00,2.604637e+00,2.394300e+00
3.014341726081668e+06,4.634899698459074e+00,4.043478072674164e-01,4.052333966901247e-02,0.000000e+00,2.604624e+00,2.645148e+00
3.022274204308389e+06,4.635363481398143e+00,4.044817802947731e-01,2.914764640446804e-01,0.000000e+00,2.604519e+00,2.895996e+00
3.030206682535111e+06,4.635437307906613e+00,4.045287624785762e-01,5.431428946013103e-01,0.000000e+00,-3.679484e+00,-3.136341e+00
3.038139160761832e+06,4.634916339022124e+00,4.044430725235176e-01,7.941598702241500e-01,0.000000e+00,-3.679653e+00,-2.885493e+00
3.046071638988553e+06,4.634806379839608e+00,4.044490676692316e-01,1.045078840205693e+00,0.000000e+00,-3.679723e+00,-2.634645e+00
3.054004117215274e+06,4.634778479027746e+00,4.044734156017295e-01,1.296024001221922e+00,0.000000e+00,-3.679820e+00,-2.383796e+00
3.061936595441996e+06,4.634778220750993e+00,4.045039730273752e-01,1.546988016647697e+00,0.000000e+00,-3.679936e+00,-2.132948e+00
3.069869073668717e+06,4.634805449611130e+00,4.045406733303245e-01,1.797962929239224e+00,0.000000e+00,-3.680063e+00,-1.882100e+00
3.077801551895438e+06,4.634913266501059e+00,4.045953239746479e-01,2.048941246611518e+00,0.000000e+00,-3.680193e+00,-1.631251e+00
3.085734030122160e+06,4.635425490617094e+00,4.047400913934597e-01,2.300040648703779e+00,0.000000e+00,-3.680444e+00,-1.380403e+00
3.093666508348881e+06,4.635375476994941e+00,4.047595567281182e-01,2.551827298231032e+00,0.000000e+00,-3.681382e+00,-1.129555e+00
3.101598986575602e+06,4.634902084619787e+00,4.046846599396516e-01,2.802933364858778e+00,0.000000e+00,-3.681640e+00,-8.787065e-01
3.109531464802323e+06,4.634802805826509e+00,4.046931578814615e-01,3.053971694788316e+00,0.000000e+00,-3.681830e+00,-6.278582e-01
3.117463943029045e+06,4.634777596974187e+00,4.047182149491564e-01,-2.978149155352682e+00,0.000000e+00,2.601139e+00,-3.770099e-01
3.125396421255766e+06,4.634778924737907e+00,4.047492282120894e-01,-2.727066361387997e+00,0.000000e+00,2.600905e+00,-1.261616e-01
3.133328899482487e+06,4.634809009875028e+00,4.047866594733504e-01,-2.475973196393829e+00,0.000000e+00,2.600660e+00,1.246866e-01
3.141261377709209e+06,4.634928673350974e+00,4.048440260417430e-01,-2.224876564233153e+00,0.000000e+00,2.600411e+00,3.755348e-01
3.149193855935930e+06,4.635489850451382e+00,4.049996949912870e-01,-1.973622960415423e+00,0.000000e+00,2.600006e+00,6.263830e-01
3.157126334162651e+06,4.635315649709780e+00,4.049916182022218e-01,-1.721729326894714e+00,0.000000e+00,2.598961e+00,8.772312e-01
3.165058812389372e+06,4.634889195321752e+00,4.049273554203824e-01,-1.470527600579741e+00,0.000000e+00,2.598607e+00,1.128079e+00
3.172991290616094e+06,4.634799514932321e+00,4.049381096110784e-01,-1.219369362505297e+00,0.000000e+00,2.598297e+00,1.378928e+00
3.180923768842815e+06,4.634776833080128e+00,4.049638367745148e-01,-9.681852506608012e-01,0.000000e+00,2.597961e+00,1.629776e+00
3.188856247069536e+06,4.634779767565543e+00,4.049953105118176e-01,-7.169833425695459e-01,0.000000e+00,2.597607e+00,1.880624e+00
3.196788725296258e+06,4.634812966304320e+00,4.050335337170705e-01,-4.657716257040442e-01,0.000000e+00,2.597244e+00,2.131472e+00
3.204721203522979e+06,4.634946177757151e+00,4.050939997614412e-01,-2.145561274210317e-01,0.000000e+00,2.596876e+00,2.382320e+00
3.212653681749700e+06,4.635553973154933e+00,4.052600455990583e-01,3.686044207608533e-02,0.000000e+00,2.596308e+00,2.633168e+00
3.220586159976421e+06,4.635259198898595e+00,4.052253012472705e-01,2.888474882658887e-01,0.000000e+00,2.595169e+00,2.884017e+00
3.228518638203143e+06,4.634877513071471e+00,4.051712069904197e-01,5.401504951800473e-01,0.000000e+00,2.594714e+00,3.134865e+00
3.236451116429864e+06,4.634796459239553e+00,4.051840378279999e-01,7.914290744840152e-01,0.000000e+00,-3.688901e+00,-2.897472e+00
3.244383594656585e+06,4.634776165840001e+00,4.052104498148408e-01,1.042733181774764e+00,0.000000e+00,-3.689357e+00,-2.646624e+00
3.252316072883307e+06,4.634780736310162e+00,4.052424428296005e-01,1.294054583223162e+00,0.000000e+00,-3.689830e+00,-2.395776e+00
3.260248551110028e+06,4.634817369786520e+00,4.052815825475249e-01,1.545385261215658e+00,0.000000e+00,-3.690313e+00,-2.144927e+00
3.268181029336749e+06,4.634966148117692e+00,4.053456515997036e-01,1.796720461308098e+00,0.000000e+00,-3.690800e+00,-1.894079e+00
3.276113507563470e+06,4.635614326903175e+00,4.055207317576136e-01,2.048309662105687e+00,0.000000e+00,-3.691540e+00,-1.643231e+00
3.284045985790192e+06,4.635206845484961e+00,4.054611728553099e-01,2.300377017695008e+00,0.000000e+00,-3.692759e+00,-1.392382e+00
3.291978464016913e+06,4.634866897789093e+00,4.054166136862237e-01,2.551786374974357e+00,0.000000e+00,-3.693320e+00,-1.141534e+00
3.299910942243634e+06,4.634793627374387e+00,4.054313825031673e-01,2.803186065215775e+00,0.000000e+00,-3.693872e+00,-8.906858e-01
3.307843420470356e+06,4.634775604580546e+00,4.054584982248072e-01,3.054610891871451e+00,0.000000e+00,-3.694448e+00,-6.398375e-01
3.315775898697077e+06,4.634781871363834e+00,4.054910604896521e-01,-2.977132764940833e+00,0.000000e+00,2.588144e+00,-3.889892e-01
3.323708376923798e+06,4.634822286237450e+00,4.055312253843675e-01,-2.725682361366300e+00,0.000000e+00,2.587541e+00,-1.381410e-01
3.331640855150519e+06,4.634989012889359e+00,4.055994442119208e-01,-2.474226156598674e+00,0.000000e+00,2.586933e+00,1.127073e-01
3.339573333377241e+06,4.635666438110915e+00,4.057810832662431e-01,-2.222454472226727e+00,0.000000e+00,2.586010e+00,3.635555e-01
3.347505811603962e+06,4.635158952119201e+00,4.056995810931983e-01,-1.970318902965642e+00,0.000000e+00,2.584723e+00,6.144037e-01
3.355438289830683e+06,4.634857247577034e+00,4.056637679554130e-01,-1.718798801752615e+00,0.000000e+00,2.584051e+00,8.652519e-01
3.363370768057405e+06,4.634791010786042e+00,4.056803042855945e-01,-1.467277168641022e+00,0.000000e+00,2.583377e+00,1.116100e+00
3.371303246284126e+06,4.634775158970092e+00,4.057080954010923e-01,-1.215730884856460e+00,0.000000e+00,2.582679e+00,1.366948e+00
3.379235724510847e+06,4.634783180249346e+00,4.057412343252792e-01,-9.641682747337457e-01,0.000000e+00,2.581965e+00,1.617796e+00
3.387168202737568e+06,4.634827807575423e+00,4.057825129793141e-01,-7.125974757589336e-01,0.000000e+00,2.581242e+00,1.868645e+00
3.395100680964290e+06,4.635015296073320e+00,4.058554982699795e-01,-4.610188948041301e-01,0.000000e+00,2.580512e+00,2.119493e+00
3.403033159191011e+06,4.635705314768320e+00,4.060399945132705e-01,-2.090562683993539e-01,0.000000e+00,2.579397e+00,2.370341e+00
3.410965637417732e+06,4.635115619372202e+00,4.059405459182870e-01,4.313702506725806e-02,0.000000e+00,2.578052e+00,2.621189e+00
3.418898115644454e+06,4.634848462213581e+00,4.059126634850756e-01,2.947713942336553e-01,0.000000e+00,2.577266e+00,2.872037e+00
3.426830593871175e+06,4.634788600824866e+00,4.059308420803334e-01,5.464156436932041e-01,0.000000e+00,2.576470e+00,3.122886e+00
3.434763072097896e+06,4.634774826180597e+00,4.059593200083589e-01,7.980840299852806e-01,0.000000e+00,-3.707536e+00,-2.909452e+00
3.442695550324617e+06,4.634784685155712e+00,4.059930916057883e-01,1.049768262976471e+00,0.000000e+00,-3.708372e+00,-2.658603e+00
3.450628028551339e+06,4.634834010909068e+00,4.060356361446694e-01,1.301460144355148e+00,0.000000e+00,-3.709215e+00,-2.407755e+00
3.458560506778060e+06,4.635045565780328e+00,4.061141614527499e-01,1.553162831291011e+00,0.000000e+00,-3.710070e+00,-2.156907e+00
3.466492985004781e+06,4.635726375790615e+00,4.062967290650099e-01,1.805322489609137e+00,0.000000e+00,-3.711381e+00,-1.906058e+00
3.474425463231503e+06,4.635076742372648e+00,4.061843569968691e-01,2.057566101783426e+00,0.000000e+00,-3.712776e+00,-1.655210e+00
3.482357941458224e+06,4.634840493391500e+00,4.061636382915700e-01,2.309317904641847e+00,0.000000e+00,-3.713680e+00,-1.404362e+00
3.490290419684945e+06,4.634786401772486e+00,4.061833760558394e-01,2.561085738351791e+00,0.000000e+00,-3.714599e+00,-1.153513e+00
3.498222897911666e+06,4.634774628174143e+00,4.062125692872721e-01,2.812877210771962e+00,0.000000e+00,-3.715542e+00,-9.026651e-01
3.506155376138388e+06,4.634786405287939e+00,4.062470331555856e-01,3.064684088562746e+00,0.000000e+00,-3.716501e+00,-6.518168e-01
3.514087854365109e+06,4.634840994746129e+00,4.062909999836849e-01,-2.966687208573380e+00,0.000000e+00,2.565719e+00,-4.009685e-01
3.522020332591830e+06,4.635080402092327e+00,4.063759220651898e-01,-2.714857969752530e+00,0.000000e+00,2.564738e+00,-1.501203e-01
3.529952810818552e+06,4.635726482061040e+00,4.065509296054708e-01,-2.462498679440951e+00,0.000000e+00,2.563227e+00,1.007280e-01
3.537885289045273e+06,4.635042065900373e+00,4.064312384874209e-01,-2.210207948373923e+00,0.000000e+00,2.561784e+00,3.515762e-01
3.545817767271994e+06,4.634833231911815e+00,4.064169024051952e-01,-1.958335848681211e+00,0.000000e+00,2.560760e+00,6.024244e-01
3.553750245498715e+06,4.634784387819089e+00,4.064380769718333e-01,-1.706443335595568e+00,0.000000e+00,2.559716e+00,8.532726e-01
3.561682723725437e+06,4.634774541746623e+00,4.064679615314599e-01,-1.454527721545243e+00,0.000000e+00,2.558648e+00,1.104121e+00
3.569615201952158e+06,4.634788349675317e+00,4.065031300795526e-01,-1.202597177880941e+00,0.000000e+00,2.557566e+00,1.354969e+00
3.577547680178879e+06,4.634848867604428e+00,4.065486528250311e-01,-9.506600438129292e-01,0.000000e+00,2.556477e+00,1.605817e+00
3.585480158405601e+06,4.635120508991040e+00,4.066409190020954e-01,-6.987014015179116e-01,0.000000e+00,2.555367e+00,1.856665e+00
3.593412636632322e+06,4.635704870245402e+00,4.068023977508644e-01,-4.461444150005183e-01,0.000000e+00,2.553658e+00,2.107513e+00
3.601345114859043e+06,4.635011221348225e+00,4.066810500549036e-01,-1.938056562710397e-01,0.000000e+00,2.552167e+00,2.358362e+00
3.609277593085764e+06,4.634826613059738e+00,4.066723812425408e-01,5.818898407385962e-02,0.000000e+00,2.551021e+00,2.609210e+00
3.617210071312486e+06,4.634782552308277e+00,4.066948944164407e-01,3.102070749259851e-01,0.000000e+00,2.549851e+00,2.860058e+00
3.625142549539207e+06,4.634774595430247e+00,4.067254730921453e-01,5.622477163230336e-01,0.000000e+00,2.548658e+00,3.110906e+00
3.633075027765928e+06,4.634790572220164e+00,4.067613955400019e-01,8.143028104757888e-01,0.000000e+00,-3.735734e+00,-2.921431e+00
3.641007505992650e+06,4.634857806940229e+00,4.068086729389995e-01,1.066363984962634e+00,0.000000e+00,-3.736947e+00,-2.670583e+00
3.648939984219371e+06,4.635166570377266e+00,4.069093848441447e-01,1.318455534959237e+00,0.000000e+00,-3.738190e+00,-2.419734e+00
3.656872462446092e+06,4.635663476940636e+00,4.070517077745471e-01,1.571203721077164e+00,0.000000e+00,-3.740090e+00,-2.168886e+00
3.664804940672813e+06,4.634983903056108e+00,4.069339045179818e-01,1.823595750283907e+00,0.000000e+00,-3.741633e+00,-1.918038e+00
3.672737418899535e+06,4.634820597743404e+00,4.069302932997755e-01,2.075715009327812e+00,0.000000e+00,-3.742904e+00,-1.667189e+00
3.680669897126256e+06,4.634780896597720e+00,4.069540945909917e-01,2.327859782454320e+00,0.000000e+00,-3.744201e+00,-1.416341e+00
3.688602375352977e+06,4.634774775133098e+00,4.069853982557228e-01,2.580026595535483e+00,0.000000e+00,-3.745519e+00,-1.165493e+00
3.696534853579699e+06,4.634793063325622e+00,4.070221437452268e-01,2.832207420868909e+00,0.000000e+00,-3.746852e+00,-9.146444e-01
3.704467331806420e+06,4.634867922128844e+00,4.070714071462853e-01,3.084393885799046e+00,0.000000e+00,-3.748190e+00,-6.637962e-01
3.712399810033141e+06,4.635219128331263e+00,4.071817517521087e-01,-2.946562229648360e+00,0.000000e+00,2.533614e+00,-4.129479e-01
3.720332288259862e+06,4.635606296636784e+00,4.073000482294708e-01,-2.693632888127686e+00,0.000000e+00,2.531533e+00,-1.620996e-01
3.728264766486584e+06,4.634959669222375e+00,4.071899637783995e-01,-2.441178868001964e+00,0.000000e+00,2.529927e+00,8.874863e-02
3.736197244713305e+06,4.634815096035262e+00,4.071908347381045e-01,-2.188932938054715e+00,0.000000e+00,2.528530e+00,3.395969e-01
3.744129722940026e+06,4.634779380870134e+00,4.072158358012611e-01,-1.936660200357545e+00,0.000000e+00,2.527105e+00,5.904450e-01
3.752062201166748e+06,4.634775070965409e+00,4.072478454710107e-01,-1.684365949455972e+00,0.000000e+00,2.525659e+00,8.412933e-01
3.759994679393469e+06,4.634795851504201e+00,4.072854346481424e-01,-1.432058167121278e+00,0.000000e+00,2.524200e+00,1.092141e+00
3.767927157620190e+06,4.634879454016870e+00,4.073369042858608e-01,-1.179745162268614e+00,0.000000e+00,2.522735e+00,1.342990e+00
3.775859635846911e+06,4.635278690461742e+00,4.074580726620181e-01,-9.273724699685297e-01,0.000000e+00,2.521210e+00,1.593838e+00
3.783792114073633e+06,4.635538438761043e+00,4.075484562186049e-01,-6.742750493063490e-01,0.000000e+00,2.518961e+00,1.844686e+00
3.791724592300354e+06,4.634938164781699e+00,4.074490158986169e-01,-4.217486434080085e-01,0.000000e+00,2.517283e+00,2.095534e+00
3.799657070527075e+06,4.634810064199039e+00,4.074538460919854e-01,-1.693744115539700e-01,0.000000e+00,2.515757e+00,2.346382e+00
3.807589548753797e+06,4.634778030093701e+00,4.074799617673739e-01,8.302732879709257e-02,0.000000e+00,2.514203e+00,2.597230e+00
3.815522026980518e+06,4.634775524937902e+00,4.075126661640863e-01,3.354500373879766e-01,0.000000e+00,2.512629e+00,2.848079e+00
3.823454505207239e+06,4.634799015572715e+00,4.075511441663048e-01,5.878857712678530e-01,0.000000e+00,2.511041e+00,3.098927e+00
3.831386983433960e+06,4.634892665081773e+00,4.076051117043425e-01,8.403264056474203e-01,0.000000e+00,-3.773737e+00,-2.933410e+00
3.839319461660682e+06,4.635345202041114e+00,4.077382586280578e-01,1.092849798142966e+00,0.000000e+00,-3.775412e+00,-2.682562e+00
3.847251939887403e+06,4.635465206889037e+00,4.077980802625827e-01,1.346100046544919e+00,0.000000e+00,-3.777814e+00,-2.431714e+00
3.855184418114124e+06,4.634919070748913e+00,4.077110072830051e-01,1.598709905290474e+00,0.000000e+00,-3.779575e+00,-2.180865e+00
3.863116896340846e+06,4.634805471558433e+00,4.077193804688350e-01,1.851213945028106e+00,0.000000e+00,-3.781231e+00,-1.930017e+00
3.871049374567567e+06,4.634776822669350e+00,4.077465747967822e-01,2.103745814848714e+00,0.000000e+00,-3.782915e+00,-1.679169e+00
3.878981852794288e+06,4.634776130059300e+00,4.077800019110517e-01,2.356298149542677e+00,0.000000e+00,-3.784619e+00,-1.428320e+00
3.886914331021009e+06,4.634802580363912e+00,4.078194496456261e-01,2.608863023435329e+00,0.000000e+00,-3.786335e+00,-1.177472e+00
3.894846809247731e+06,4.634907872151288e+00,4.078762840690395e-01,2.861432658116033e+00,0.000000e+00,-3.788056e+00,-9.266238e-01
3.902779287474452e+06,4.635417793734694e+00,4.080223059673122e-01,3.114115970923573e+00,0.000000e+00,-3.789891e+00,-6.757755e-01
3.910711765701173e+06,4.635391162308958e+00,4.080501156563013e-01,-2.915682568303040e+00,0.000000e+00,2.490755e+00,-4.249272e-01
3.918644243927895e+06,4.634902096575930e+00,4.079760419665711e-01,-2.662978314325453e+00,0.000000e+00,2.488899e+00,-1.740789e-01
3.926576722154616e+06,4.634801258212449e+00,4.079875682852571e-01,-2.410342847925864e+00,0.000000e+00,2.487112e+00,7.676930e-02
3.934509200381337e+06,4.634775765651841e+00,4.080157759025220e-01,-2.157679538423325e+00,0.000000e+00,2.485297e+00,3.276175e-01
3.942441678608058e+06,4.634776896188963e+00,4.080499097026876e-01,-1.904996277665393e+00,0.000000e+00,2.483462e+00,5.784657e-01
3.950374156834780e+06,4.634806610471310e+00,4.080903655924137e-01,-1.652301003827997e+00,0.000000e+00,2.481615e+00,8.293139e-01
3.958306635061501e+06,4.634925457117285e+00,4.081504506830811e-01,-1.399600915191568e+00,0.000000e+00,2.479763e+00,1.080162e+00
3.966239113288222e+06,4.635494375003894e+00,4.083096391773717e-01,-1.146746602033828e+00,0.000000e+00,2.477757e+00,1.331010e+00
3.974171591514944e+06,4.635319727849407e+00,4.083051513649906e-01,-8.932406003694739e-01,0.000000e+00,2.475099e+00,1.581858e+00
3.982104069741665e+06,4.634887019949348e+00,4.082438578812835e-01,-6.404322483820274e-01,0.000000e+00,2.473139e+00,1.832707e+00
3.990036547968386e+06,4.634797437295430e+00,4.082581603353527e-01,-3.876640601598110e-01,0.000000e+00,2.471219e+00,2.083555e+00
3.997969026195107e+06,4.634774879951424e+00,4.082872940077806e-01,-1.348682772164531e-01,0.000000e+00,2.469271e+00,2.334403e+00
4.005901504421829e+06,4.634777861733721e+00,4.083221051969222e-01,1.179469075298233e-01,0.000000e+00,2.467304e+00,2.585251e+00
4.013833982648550e+06,4.634811184194141e+00,4.083636137146314e-01,3.707735286387224e-01,0.000000e+00,2.465326e+00,2.836099e+00
4.021766460875271e+06,4.634945844228474e+00,4.084274200004319e-01,6.236053372161333e-01,0.000000e+00,2.463342e+00,3.086948e+00
4.029698939101993e+06,4.635570916687585e+00,4.085991079602788e-01,8.766430766590717e-01,0.000000e+00,-3.822033e+00,-2.945390e+00
4.037631417328714e+06,4.635253185625605e+00,4.085634574986595e-01,1.130250466974670e+00,0.000000e+00,-3.824792e+00,-2.694541e+00
4.045563895555435e+06,4.634873586336265e+00,4.085142030409819e-01,1.383171098276335e+00,0.000000e+00,-3.826864e+00,-2.443693e+00
4.053496373782157e+06,4.634793936500521e+00,4.085309865394030e-01,1.636073102131025e+00,0.000000e+00,-3.828918e+00,-2.192845e+00
4.061428852008878e+06,4.634774125398856e+00,4.085610063329428e-01,1.889002318262461e+00,0.000000e+00,-3.830999e+00,-1.941996e+00
4.069361330235599e+06,4.634779014794679e+00,4.085965108298914e-01,2.141950414349953e+00,0.000000e+00,-3.833098e+00,-1.691148e+00
4.077293808462320e+06,4.634816362882331e+00,4.086391682336170e-01,2.394909376912397e+00,0.000000e+00,-3.835209e+00,-1.440300e+00
4.085226286689042e+06,4.634969610863678e+00,4.087073028265975e-01,2.647874424851925e+00,0.000000e+00,-3.837326e+00,-1.189451e+00
4.093158764915763e+06,4.635641662226139e+00,4.088894532404410e-01,2.901109115023970e+00,0.000000e+00,-3.839712e+00,-9.386031e-01
4.101091243142484e+06,4.635192684974200e+00,4.088253003179860e-01,-3.128384736176401e+00,0.000000e+00,2.440630e+00,-6.877548e-01
4.109023721369206e+06,4.634861609507122e+00,4.087870524301949e-01,-2.875344896534229e+00,0.000000e+00,2.438438e+00,-4.369065e-01
4.116956199595927e+06,4.634790753545752e+00,4.088060492064289e-01,-2.622307858903766e+00,0.000000e+00,2.436250e+00,-1.860583e-01
4.124888677822648e+06,4.634773521494857e+00,4.088368977854474e-01,-2.369244095833040e+00,0.000000e+00,2.434034e+00,6.478997e-02
4.132821156049369e+06,4.634780374820978e+00,4.088730795988225e-01,-2.116161984681377e+00,0.000000e+00,2.431800e+00,3.156382e-01
4.140753634276091e+06,4.634822236703685e+00,4.089169551851888e-01,-1.863069615010315e+00,0.000000e+00,2.429556e+00,5.664864e-01
4.148686112502812e+06,4.634997402024813e+00,4.089900977447145e-01,-1.609969560568499e+00,0.000000e+00,2.427304e+00,8.173346e-01
4.156618590729533e+06,4.635699142560168e+00,4.091788410317856e-01,-1.356524963006577e+00,0.000000e+00,2.424708e+00,1.068183e+00
4.164551068956255e+06,4.635138596312374e+00,4.090905021329623e-01,-1.102765260947030e+00,0.000000e+00,2.421796e+00,1.319031e+00
4.172483547182976e+06,4.634850903999223e+00,4.090620524029812e-01,-8.496007620528455e-01,0.000000e+00,2.419480e+00,1.569879e+00
4.180416025409697e+06,4.634787850541227e+00,4.090829787540089e-01,-5.964277564120685e-01,0.000000e+00,2.417155e+00,1.820727e+00
4.188348503636418e+06,4.634773063585305e+00,4.091145603973523e-01,-3.432286370141072e-01,0.000000e+00,2.414804e+00,2.071575e+00
4.196280981853855e+06,4.634781971179653e+00,4.091513731193345e-01,-9.001175754180103e-02,0.000000e+00,2.412435e+00,2.322424e+00
4.204213460043323e+06,4.634828922442909e+00,4.091965307313664e-01,1.632147011127512e-01,0.000000e+00,2.410057e+00,2.573272e+00
4.212145938232792e+06,4.635030039289404e+00,4.092755000006297e-01,4.164514705542283e-01,0.000000e+00,2.407668e+00,2.824120e+00
4.220078416422260e+06,4.635735496309898e+00,4.094650774320746e-01,6.701159562055090e-01,0.000000e+00,2.404852e+00,3.074968e+00
4.228010894611728e+06,4.635090788510343e+00,4.093585601142413e-01,9.239310746742199e-01,0.000000e+00,-3.881300e+00,-2.957369e+00
4.235943372801197e+06,4.634841310805866e+00,4.093387167409886e-01,1.177224240265037e+00,0.000000e+00,-3.883745e+00,-2.706521e+00
4.243875850990665e+06,4.634785213879746e+00,4.093613477499752e-01,1.430533813527808e+00,0.000000e+00,-3.886206e+00,-2.455672e+00
4.251808329180134e+06,4.634772760151004e+00,4.093936058988470e-01,1.683868839565151e+00,0.000000e+00,-3.888693e+00,-2.204824e+00
4.259740807369602e+06,4.634783832531949e+00,4.094310474372493e-01,1.937221035905917e+00,0.000000e+00,-3.891197e+00,-1.953976e+00
4.267673285559070e+06,4.634836584115181e+00,4.094776167789896e-01,2.190582130196894e+00,0.000000e+00,-3.893710e+00,-1.703127e+00
4.275605763748539e+06,4.635068489051752e+00,4.095634411126355e-01,2.443957724602798e+00,0.000000e+00,-3.896237e+00,-1.452279e+00
4.283538241938007e+06,4.635744457257979e+00,4.097465540384578e-01,2.697847115493482e+00,0.000000e+00,-3.899278e+00,-1.201431e+00
4.291470720127475e+06,4.635048893163808e+00,4.096291682532477e-01,2.951710174518182e+00,0.000000e+00,-3.902293e+00,-9.505824e-01
4.299403198316944e+06,4.634832722675724e+00,4.096168149122172e-01,-3.078050121022947e+00,0.000000e+00,2.378316e+00,-6.997342e-01
4.307335676506412e+06,4.634782835299970e+00,4.096409548061178e-01,-2.824603331973291e+00,0.000000e+00,2.375717e+00,-4.488859e-01
4.315268154695881e+06,4.634772618470318e+00,4.096738308067361e-01,-2.571131779544685e+00,0.000000e+00,2.373094e+00,-1.980376e-01
4.323200632885349e+06,4.634785993667633e+00,4.097118855284512e-01,-2.317643664003882e+00,0.000000e+00,2.370454e+00,5.281063e-02
4.331133111074817e+06,4.634845388084521e+00,4.097599956801447e-01,-2.064147356181783e+00,0.000000e+00,2.367806e+00,3.036589e-01
4.339065589264286e+06,4.635113775308256e+00,4.098538499456905e-01,-1.810630142852494e+00,0.000000e+00,2.365137e+00,5.545071e-01
4.346998067453754e+06,4.635723466450806e+00,4.100223927149539e-01,-1.556517591302927e+00,0.000000e+00,2.361873e+00,8.053553e-01
4.354930545643223e+06,4.635012359210341e+00,4.099018129389602e-01,-1.302607491372484e+00,0.000000e+00,2.358811e+00,1.056203e+00
4.362863023832691e+06,4.634824997037403e+00,4.098958701626421e-01,-1.049048336761936e+00,0.000000e+00,2.356100e+00,1.307052e+00
4.370795502022159e+06,4.634780683145642e+00,4.099212873562588e-01,-7.954639658282341e-01,0.000000e+00,2.353364e+00,1.557900e+00
4.378727980211628e+06,4.634772634473311e+00,4.099546717332933e-01,-5.418555971052605e-01,0.000000e+00,2.350603e+00,1.808748e+00
4.386660458401096e+06,4.634788484062454e+00,4.099932798889815e-01,-2.882313533867988e-01,0.000000e+00,2.347827e+00,2.059596e+00
4.394592936590564e+06,4.634855532626104e+00,4.100430553033059e-01,-3.459968176303400e-02,0.000000e+00,2.345044e+00,2.310444e+00
4.402525613091988e+06,4.635221212027507e+00,4.101581294285422e-01,2.190696772828103e-01,0.000000e+00,2.342229e+00,2.561299e+00
4.410458091281456e+06,4.635613374284046e+00,4.102789632477128e-01,4.734512102928627e-01,0.000000e+00,2.338696e+00,2.812147e+00
4.418390569470924e+06,4.634956360244773e+00,4.101703260237525e-01,7.273479159539871e-01,0.000000e+00,2.335647e+00,3.062995e+00
4.426323047660393e+06,4.634812747601875e+00,4.101739717366400e-01,9.810423097621794e-01,0.000000e+00,-3.950384e+00,-2.969342e+00
4.434255525849861e+06,4.634777424314538e+00,4.102013380013617e-01,1.234764950657345e+00,0.000000e+00,-3.953259e+00,-2.718494e+00
4.442188004039329e+06,4.634773308086788e+00,4.102355445780141e-01,1.488510100985549e+00,0.000000e+00,-3.956156e+00,-2.467645e+00
4.450120482228798e+06,4.634794361500217e+00,4.102752330797458e-01,1.742269774262201e+00,0.000000e+00,-3.959067e+00,-2.216797e+00
4.458052960418266e+06,4.634879241567163e+00,4.103288303086973e-01,1.996035564305332e+00,0.000000e+00,-3.961984e+00,-1.965949e+00
4.465985438607735e+06,4.635290888004758e+00,4.104538113443200e-01,2.249863531782990e+00,0.000000e+00,-3.964964e+00,-1.715100e+00
4.473917916797203e+06,4.635532829158251e+00,4.105416762784627e-01,2.504425703561396e+00,0.000000e+00,-3.968678e+00,-1.464252e+00
4.481850394986671e+06,4.634932217606544e+00,4.104454200702130e-01,2.758396627907775e+00,0.000000e+00,-3.971800e+00,-1.213404e+00
4.489782873176140e+06,4.634807125611422e+00,4.104530652345507e-01,3.012227704218899e+00,0.000000e+00,-3.974783e+00,-9.625555e-01
4.497715351365608e+06,4.634775927163237e+00,4.104812527509279e-01,-3.017097807591551e+00,0.000000e+00,2.305391e+00,-7.117072e-01
4.505647829555077e+06,4.634773859865100e+00,4.105158057268653e-01,-2.763216298872786e+00,0.000000e+00,2.302357e+00,-4.608590e-01
4.513580307744545e+06,4.634798040206647e+00,4.105560551702677e-01,-2.509321032548150e+00,0.000000e+00,2.299310e+00,-2.100107e-01
4.521512785934013e+06,4.634894724385141e+00,4.106120819724711e-01,-2.255420219558843e+00,0.000000e+00,2.296258e+00,4.083756e-02
4.529445264123482e+06,4.635369649497414e+00,4.107506510091668e-01,-2.001429620477040e+00,0.000000e+00,2.293115e+00,2.916858e-01
4.537377742312950e+06,4.635446794990033e+00,4.108023385009026e-01,-1.746708807884787e+00,0.000000e+00,2.289243e+00,5.425340e-01
4.545310220502418e+06,4.634911210760885e+00,4.107202263105636e-01,-1.492650796260210e+00,0.000000e+00,2.286033e+00,7.933822e-01
