t,a,e,omega,Omega,res,M2
6.314252668325302e+06,4.639464138260139e+00,4.161359059873216e-01,-1.493117210056301e+00,0.000000e+00,1.676983e+00,1.838659e-01
6.330117624778745e+06,4.639505142963831e+00,4.161564497447686e-01,-9.813901036137314e-01,0.000000e+00,1.666952e+00,6.855623e-01
6.345982581232187e+06,4.639562916306089e+00,4.161791865740653e-01,-4.696530185986432e-01,0.000000e+00,1.656912e+00,1.187259e+00
6.361847537685630e+06,4.639647824018249e+00,4.162063235358491e-01,4.209462306041935e-02,0.000000e+00,1.646860e+00,1.688955e+00
6.377712494139072e+06,4.639775715808330e+00,4.162412402017883e-01,5.538577201867051e-01,0.000000e+00,1.636794e+00,2.190652e+00
6.393577450592515e+06,4.639963845404705e+00,4.162876131079464e-01,1.065650900667600e+00,0.000000e+00,1.626697e+00,2.692348e+00
6.409442407045958e+06,4.640207445947294e+00,4.163444052616231e-01,1.577502845330024e+00,0.000000e+00,-4.666644e+00,-3.089141e+00
6.425307363499400e+06,4.640435532762410e+00,4.163964209057552e-01,2.089438660350771e+00,0.000000e+00,-4.676883e+00,-2.587444e+00
6.441172319952843e+06,4.640532831826065e+00,4.164190076740326e-01,2.601430282963676e+00,0.000000e+00,-4.687178e+00,-2.085748e+00
6.457037276406285e+06,4.640476317037569e+00,4.164072524816634e-01,3.113401782065232e+00,0.000000e+00,-4.697453e+00,-1.584051e+00
6.472902232859728e+06,4.640350087165013e+00,4.163791452246706e-01,-2.657874453285526e+00,0.000000e+00,1.575520e+00,-1.082355e+00
6.488767189313171e+06,4.640227674319770e+00,4.163504197045466e-01,-2.146020657483246e+00,0.000000e+00,1.565362e+00,-5.806582e-01
6.504632145766613e+06,4.640134969053981e+00,4.163266222589733e-01,-1.634202500868508e+00,0.000000e+00,1.555241e+00,-7.896170e-02
6.520497102220056e+06,4.640073127645059e+00,4.163080051793351e-01,-1.122406144174761e+00,0.000000e+00,1.545141e+00,4.227348e-01
6.536362058673498e+06,4.640036938561924e+00,4.162934546341771e-01,-6.106245170451220e-01,0.000000e+00,1.535056e+00,9.244312e-01
6.552227015126941e+06,4.640021452032279e+00,4.162819132933465e-01,-9.885474114220122e-02,0.000000e+00,1.524982e+00,1.426128e+00
6.568091971580383e+06,4.640023558497592e+00,4.162727124533381e-01,4.129037573109823e-01,0.000000e+00,1.514920e+00,1.927824e+00
6.583956928033826e+06,4.640042133443093e+00,4.162656101465019e-01,9.246501932528494e-01,0.000000e+00,1.504870e+00,2.429520e+00
6.599821884487269e+06,4.640077985638604e+00,4.162607793411278e-01,1.436382722304187e+00,0.000000e+00,1.494834e+00,2.931217e+00
6.615686840940711e+06,4.640133888539859e+00,4.162588163705496e-01,1.948098237757213e+00,0.000000e+00,-4.798370e+00,-2.850272e+00
6.631551797394154e+06,4.640214513716899e+00,4.162607278622036e-01,2.459791543269639e+00,0.000000e+00,-4.808367e+00,-2.348575e+00
6.647416753847596e+06,4.640325275294177e+00,4.162676826983803e-01,2.971453644436330e+00,0.000000e+00,-4.818333e+00,-1.846879e+00
6.663281710301039e+06,4.640466903743920e+00,4.162798497224542e-01,-2.800116123141051e+00,0.000000e+00,1.454934e+00,-1.345182e+00
6.679146666754481e+06,4.640619391707820e+00,4.162929623774875e-01,-2.288569137458003e+00,0.000000e+00,1.445083e+00,-8.434858e-01
6.695011623207924e+06,4.640717393441924e+00,4.162930542193985e-01,-1.777105082159363e+00,0.000000e+00,1.435316e+00,-3.417893e-01
6.710876579661367e+06,4.640671195172448e+00,4.162609445773534e-01,-1.265694130768456e+00,0.000000e+00,1.425601e+00,1.599072e-01
6.726741536114809e+06,4.640480894361098e+00,4.161966564436054e-01,-7.542632249295000e-01,0.000000e+00,1.415867e+00,6.616037e-01
6.742606492568252e+06,4.640256403188639e+00,4.161237084601751e-01,-2.427756488537225e-01,0.000000e+00,1.406076e+00,1.163300e+00
6.758471449021694e+06,4.640081239093021e+00,4.160599899615969e-01,2.687459574409934e-01,0.000000e+00,1.396251e+00,1.664996e+00
6.774336405475137e+06,4.639968041144530e+00,4.160082252047662e-01,7.802685524104515e-01,0.000000e+00,1.386424e+00,2.166693e+00
6.790201361928579e+06,4.639900814455799e+00,4.159650055011648e-01,1.291772599902081e+00,0.000000e+00,1.376617e+00,2.668389e+00
6.806066318382022e+06,4.639862922157814e+00,4.159267792871268e-01,1.803249373425330e+00,0.000000e+00,-4.916349e+00,-3.113100e+00
6.821931274835465e+06,4.639843152100630e+00,4.158911579905919e-01,2.314695182359054e+00,0.000000e+00,-4.926098e+00,-2.611403e+00
6.837796231288907e+06,4.639834802966530e+00,4.158567213901268e-01,2.826108283588129e+00,0.000000e+00,-4.935815e+00,-2.109707e+00
6.853661187742350e+06,4.639834060673071e+00,4.158226704914272e-01,-2.945697681101522e+00,0.000000e+00,1.337688e+00,-1.608010e+00
6.869526144195792e+06,4.639838880529880e+00,4.157885850344573e-01,-2.434352884810360e+00,0.000000e+00,1.328039e+00,-1.106313e+00
6.885391100649235e+06,4.639848409418236e+00,4.157543035693478e-01,-1.923043277112196e+00,0.000000e+00,1.318426e+00,-6.046169e-01
6.901256057102677e+06,4.639862867784357e+00,4.157198931592780e-01,-1.411769325355854e+00,0.000000e+00,1.308849e+00,-1.029204e-01
6.917121013556120e+06,4.639883941665315e+00,4.156857359979981e-01,-9.005312123207934e-01,0.000000e+00,1.299307e+00,3.987761e-01
6.932985970009563e+06,4.639916373299434e+00,4.156528691602812e-01,-3.893286448061832e-01,0.000000e+00,1.289801e+00,9.004726e-01
6.948850926463005e+06,4.639973329239477e+00,4.156241358394198e-01,1.218391765873847e-01,0.000000e+00,1.280330e+00,1.402169e+00
6.964715882916448e+06,4.640096825141326e+00,4.156085723075095e-01,6.329703283253379e-01,0.000000e+00,1.270895e+00,1.903865e+00
6.980580839369890e+06,4.640431195802684e+00,4.156371577655517e-01,1.144017121222554e+00,0.000000e+00,1.261545e+00,2.405562e+00
6.996445795823333e+06,4.640938752411063e+00,4.157018045566779e-01,1.654635890986122e+00,0.000000e+00,1.252622e+00,2.907258e+00
7.012310752276775e+06,4.640455977244192e+00,4.155530212909778e-01,2.165184024313041e+00,0.000000e+00,-5.039415e+00,-2.874231e+00
7.028175708730218e+06,4.640124127153450e+00,4.154355008500899e-01,2.676101553543855e+00,0.000000e+00,-5.048636e+00,-2.372534e+00
7.044040665183661e+06,4.640024532829836e+00,4.153667891268208e-01,-3.096167041435681e+00,0.000000e+00,1.225329e+00,-1.870838e+00
7.059905621637103e+06,4.639995097843677e+00,4.153121470033213e-01,-2.585302780524172e+00,0.000000e+00,1.216162e+00,-1.369141e+00
7.075770578090546e+06,4.639991477727260e+00,4.152620755556758e-01,-2.074491200525189e+00,0.000000e+00,1.207047e+00,-8.674444e-01
7.091635534543988e+06,4.640002260927853e+00,4.152141392418016e-01,-1.563729855262850e+00,0.000000e+00,1.197982e+00,-3.657479e-01
7.107500490997431e+06,4.640028267206143e+00,4.151685306953105e-01,-1.053016106301642e+00,0.000000e+00,1.188965e+00,1.359486e-01
7.123365447450873e+06,4.640086380438079e+00,4.151289007842374e-01,-5.423460271631682e-01,0.000000e+00,1.179991e+00,6.376450e-01
7.139230403904316e+06,4.640261853675007e+00,4.151136048978820e-01,-3.172021749607944e-02,0.000000e+00,1.171062e+00,1.139341e+00
7.155095360357759e+06,4.640913004168721e+00,4.151996531810047e-01,4.786375523786555e-01,0.000000e+00,1.162400e+00,1.641038e+00
7.170960316811201e+06,4.640590020676049e+00,4.150756275707750e-01,9.884545430797784e-01,0.000000e+00,1.154280e+00,2.142734e+00
7.186825273264644e+06,4.640193120189475e+00,4.149348317875945e-01,1.498876010227575e+00,0.000000e+00,1.145555e+00,2.644431e+00
7.202690229718086e+06,4.640111729923410e+00,4.148610493388729e-01,2.009289257380488e+00,0.000000e+00,-5.146347e+00,-3.137058e+00
7.218555186171529e+06,4.640097774374195e+00,4.148009962527604e-01,2.519636839778131e+00,0.000000e+00,-5.154999e+00,-2.635362e+00
7.234420142624971e+06,4.640109449854908e+00,4.147456777578621e-01,3.029925002973112e+00,0.000000e+00,-5.163590e+00,-2.133665e+00
7.250285099078414e+06,4.640149182001899e+00,4.146956162177255e-01,-2.743024639595522e+00,0.000000e+00,1.111056e+00,-1.631969e+00
7.266150055531857e+06,4.640281516340462e+00,4.146647269795477e-01,-2.232833527005531e+00,0.000000e+00,1.102561e+00,-1.130272e+00
7.282015011985299e+06,4.640945899020473e+00,4.147476197541087e-01,-1.722870976014258e+00,0.000000e+00,1.094295e+00,-6.285755e-01
7.297879968438742e+06,4.640583173478246e+00,4.146088912981952e-01,-1.213568631933713e+00,0.000000e+00,1.086690e+00,-1.268790e-01
7.313744924892184e+06,4.640240838681238e+00,4.144738414664668e-01,-7.035743023686181e-01,0.000000e+00,1.078392e+00,3.748175e-01
7.329609881345627e+06,4.640187907457605e+00,4.144004925725089e-01,-1.936249680264533e-01,0.000000e+00,1.070139e+00,8.765139e-01
7.345474837799069e+06,4.640189529452837e+00,4.143383065132056e-01,3.162537263819227e-01,0.000000e+00,1.061957e+00,1.378210e+00
7.361339794252512e+06,4.640225766747907e+00,4.142829654111023e-01,8.260737122582849e-01,0.000000e+00,1.053833e+00,1.879907e+00
7.377204750705955e+06,4.640375241996586e+00,4.142514184654559e-01,1.335847585416208e+00,0.000000e+00,1.045756e+00,2.381603e+00
7.393069707159397e+06,4.641194557840087e+00,4.143636384335196e-01,1.845205793792424e+00,0.000000e+00,1.038094e+00,2.883300e+00
7.408934663612840e+06,4.640465368875534e+00,4.141417321785980e-01,2.354244648929595e+00,0.000000e+00,-5.252434e+00,-2.898189e+00
7.424799620066282e+06,4.640279989110457e+00,4.140364365280761e-01,2.863831700163916e+00,0.000000e+00,-5.260324e+00,-2.396493e+00
7.440664576519725e+06,4.640260222609671e+00,4.139663860284092e-01,-2.909845719436465e+00,0.000000e+00,1.015049e+00,-1.894796e+00
7.456529532973167e+06,4.640285585052200e+00,4.139055739194986e-01,-2.400405100120402e+00,0.000000e+00,1.007305e+00,-1.393100e+00
7.472394489426610e+06,4.640411687304232e+00,4.138659794604414e-01,-1.891013047373557e+00,0.000000e+00,9.996099e-01,-8.914031e-01
7.488259445880053e+06,4.641258106075412e+00,4.139813296066215e-01,-1.382025858403322e+00,0.000000e+00,9.923193e-01,-3.897066e-01
7.504124402333495e+06,4.640492094668835e+00,4.137484496322750e-01,-8.733817888129383e-01,0.000000e+00,9.853717e-01,1.119899e-01
7.519989358786938e+06,4.640338248361566e+00,4.136472221380684e-01,-3.641829598034123e-01,0.000000e+00,9.778693e-01,6.136863e-01
7.535854315240380e+06,4.640330535550066e+00,4.135772176482789e-01,1.449309777047582e-01,0.000000e+00,9.704518e-01,1.115383e+00
7.551719271693823e+06,4.640380896777938e+00,4.135193692800340e-01,6.539817364776473e-01,0.000000e+00,9.630974e-01,1.617079e+00
7.567584228147266e+06,4.640751727804375e+00,4.135303568334012e-01,1.162966545172830e+00,0.000000e+00,9.558090e-01,2.118776e+00
7.583449184600708e+06,4.640815000878844e+00,4.134746269474229e-01,1.670981397859160e+00,0.000000e+00,9.494906e-01,2.620472e+00
7.599314141054151e+06,4.640418021699395e+00,4.133191183051766e-01,2.179822264616826e+00,0.000000e+00,9.423462e-01,3.122168e+00
7.615179097507593e+06,4.640389139438346e+00,4.132429113535105e-01,2.688603718256549e+00,0.000000e+00,-5.347924e+00,-2.659320e+00
7.631044053961036e+06,4.640429453515183e+00,4.131813641359502e-01,-3.085870443363263e+00,0.000000e+00,9.282466e-01,-2.157624e+00
7.646909010414478e+06,4.640769042535247e+00,4.131841961998707e-01,-2.577217835903677e+00,0.000000e+00,9.212906e-01,-1.655927e+00
7.662773966867921e+06,4.640835747030200e+00,4.131277914684965e-01,-2.069555256018554e+00,0.000000e+00,9.153245e-01,-1.154231e+00
7.678638923321364e+06,4.640466876164334e+00,4.129769037969061e-01,-1.561048132419149e+00,0.000000e+00,9.085139e-01,-6.525342e-01
7.694503879774806e+06,4.640448087393479e+00,4.129015997777373e-01,-1.052611855771190e+00,0.000000e+00,9.017742e-01,-1.508377e-01
7.710368836228249e+06,4.640514999770576e+00,4.128446119438587e-01,-5.442404915760968e-01,0.000000e+00,8.950993e-01,3.508588e-01
7.726233792681691e+06,4.641274376335573e+00,4.129372784889452e-01,-3.609397261028267e-02,0.000000e+00,8.886492e-01,8.525552e-01
7.742098749135134e+06,4.640627855218051e+00,4.127254587036689e-01,4.713670270538665e-01,0.000000e+00,8.828846e-01,1.354252e+00
7.757963705588576e+06,4.640501004389395e+00,4.126259919721931e-01,9.795406220215582e-01,0.000000e+00,8.764074e-01,1.855948e+00
7.773828662042019e+06,4.640520044690394e+00,4.125580356198216e-01,1.487625850609323e+00,0.000000e+00,8.700186e-01,2.357644e+00
7.789693618495462e+06,4.640779683200205e+00,4.125420055209338e-01,1.995661869912303e+00,0.000000e+00,8.636790e-01,2.859341e+00
7.805558574948904e+06,4.640923955789970e+00,4.125008628518018e-01,2.502688752278097e+00,0.000000e+00,-5.424837e+00,-2.922148e+00
7.821423531402347e+06,4.640562131646203e+00,4.123498850034348e-01,3.010571709620186e+00,0.000000e+00,-5.431023e+00,-2.420451e+00
7.837288487855789e+06,4.640557980503845e+00,4.122764203516102e-01,-2.764808588107096e+00,0.000000e+00,8.460537e-01,-1.918755e+00
7.853153444309232e+06,4.640718585920725e+00,4.122385269307646e-01,-2.257055749566439e+00,0.000000e+00,8.399974e-01,-1.417058e+00
7.869018400762674e+06,4.641159740732388e+00,4.122613892120288e-01,-1.750263610320580e+00,0.000000e+00,8.349018e-01,-9.153618e-01
7.884883357216117e+06,4.640615246196776e+00,4.120703210144692e-01,-1.242708658059495e+00,0.000000e+00,8.290434e-01,-4.136653e-01
7.900748313669560e+06,4.640604321988778e+00,4.119950524105829e-01,-7.351854997727693e-01,0.000000e+00,8.232167e-01,8.803123e-02
7.916613270123002e+06,4.640776540493414e+00,4.119594379271517e-01,-2.277149811957483e-01,0.000000e+00,8.174427e-01,5.897277e-01
7.932478226576445e+06,4.641089714788924e+00,4.119543771555539e-01,2.787615333373434e-01,0.000000e+00,8.126626e-01,1.091424e+00
7.948343183029887e+06,4.640653090788422e+00,4.117864506554666e-01,7.860658510185443e-01,0.000000e+00,8.070547e-01,1.593121e+00
7.964208139483330e+06,4.640657251952111e+00,4.117143426548176e-01,1.293304415507372e+00,0.000000e+00,8.015125e-01,2.094817e+00
7.980073095936772e+06,4.640984202767580e+00,4.117122928808241e-01,1.800488837100134e+00,0.000000e+00,7.960245e-01,2.596513e+00
7.995938052390215e+06,4.640870314529681e+00,4.116144227712293e-01,2.306659123098027e+00,0.000000e+00,7.915507e-01,3.098210e+00
8.011803008843658e+06,4.640686491856846e+00,4.115013638172403e-01,2.813705745482845e+00,0.000000e+00,-5.496985e+00,-2.683279e+00
8.027667965297100e+06,4.640731956002912e+00,4.114382287692804e-01,-2.962521780142838e+00,0.000000e+00,7.809393e-01,-2.181583e+00
8.043532921750543e+06,4.641667921855342e+00,4.115686707592237e-01,-2.455973577466712e+00,0.000000e+00,7.760876e-01,-1.679886e+00
8.059397878203985e+06,4.640768674916183e+00,4.112999815352957e-01,-1.949723085243129e+00,0.000000e+00,7.715337e-01,-1.178189e+00
8.075262834657428e+06,4.640732105250316e+00,4.112190261255017e-01,-1.442975765916678e+00,0.000000e+00,7.664829e-01,-6.764929e-01
8.091127791110870e+06,4.640941123466464e+00,4.111915163526927e-01,-9.362834928181408e-01,0.000000e+00,7.614872e-01,-1.747963e-01
8.106992747564313e+06,4.641000473914866e+00,4.111314219981821e-01,-4.306132126749303e-01,0.000000e+00,7.575133e-01,3.269001e-01
8.122857704017756e+06,4.640768420707941e+00,4.110079367935653e-01,7.593761567637870e-02,0.000000e+00,7.526590e-01,8.285966e-01
8.138722660471198e+06,4.640828015071927e+00,4.109481037621361e-01,5.824018094465241e-01,0.000000e+00,7.478912e-01,1.330293e+00
8.154587616924641e+06,4.641647349466330e+00,4.110537503082119e-01,1.088089427781804e+00,0.000000e+00,7.438999e-01,1.831989e+00
8.170452573378083e+06,4.640821452676521e+00,4.108010236392708e-01,1.594211964115337e+00,0.000000e+00,7.394738e-01,2.333686e+00
8.186317529831526e+06,4.640828188936867e+00,4.107298957466858e-01,2.100460633165775e+00,0.000000e+00,7.349216e-01,2.835382e+00
8.202182486284968e+06,4.641599873206286e+00,4.108255145051371e-01,2.606506809439032e+00,0.000000e+00,-5.552613e+00,-2.946107e+00
8.218047442738411e+06,4.640886661994845e+00,4.105974413567963e-01,3.111848874055169e+00,0.000000e+00,-5.556259e+00,-2.444410e+00
8.233912399191854e+06,4.640852685244711e+00,4.105176322314710e-01,-2.665294912981432e+00,0.000000e+00,7.225813e-01,-1.942714e+00
8.249777355645296e+06,4.641288902619455e+00,4.105404269766748e-01,-2.159326198348337e+00,0.000000e+00,7.183092e-01,-1.441017e+00
8.265642312098739e+06,4.640953872011063e+00,4.103949597623691e-01,-1.654331895590260e+00,0.000000e+00,7.150114e-01,-9.393204e-01
8.281507268552181e+06,4.640884836952191e+00,4.103076938292657e-01,-1.148495810676992e+00,0.000000e+00,7.108719e-01,-4.376239e-01
8.297372225005624e+06,4.641214433143396e+00,4.103075222525577e-01,-6.427225726520184e-01,0.000000e+00,7.067951e-01,6.407257e-02
8.313237181459066e+06,4.641003685810190e+00,4.101893849361066e-01,-1.379549264350841e-01,0.000000e+00,7.037239e-01,5.657690e-01
8.329102137912509e+06,4.640919800607093e+00,4.100991255718903e-01,3.676734144004425e-01,0.000000e+00,6.997920e-01,1.067465e+00
8.344967094365952e+06,4.641268687187358e+00,4.101035090295613e-01,8.732353401747441e-01,0.000000e+00,6.959265e-01,1.569162e+00
8.360832050819394e+06,4.641024604559414e+00,4.099783571737559e-01,1.377797638489962e+00,0.000000e+00,6.930606e-01,2.070858e+00
8.376697007272837e+06,4.640956974995340e+00,4.098919629711703e-01,1.883215221008195e+00,0.000000e+00,6.893394e-01,2.572555e+00
8.392561963707710e+06,4.641474344102271e+00,4.099335457513317e-01,2.388537632286845e+00,0.000000e+00,6.857135e-01,3.074251e+00
8.408426920086646e+06,4.641028000599028e+00,4.097644461143530e-01,2.892927963034592e+00,0.000000e+00,-5.600166e+00,-2.707238e+00
8.424291876465583e+06,4.640999500269510e+00,4.096869313084399e-01,-2.885051912172114e+00,0.000000e+00,6.795107e-01,-2.205541e+00
8.440156832844520e+06,4.641917181893817e+00,4.098164336637481e-01,-2.380189178809480e+00,0.000000e+00,6.763446e-01,-1.703845e+00
8.456021789223457e+06,4.641033286587871e+00,4.095518409511594e-01,-1.875749307657370e+00,0.000000e+00,6.736012e-01,-1.202148e+00
8.471886745602394e+06,4.641058107882236e+00,4.094862921375289e-01,-1.370752200897170e+00,0.000000e+00,6.703007e-01,-7.004515e-01
8.487751701981330e+06,4.641660022177019e+00,4.095470799671043e-01,-8.666652552875700e-01,0.000000e+00,6.679102e-01,-1.987550e-01
8.503616658360267e+06,4.641050725009721e+00,4.093427503929384e-01,-3.618641980499569e-01,0.000000e+00,6.648057e-01,3.029415e-01
8.519481614739204e+06,4.641179703918360e+00,4.093003028203040e-01,1.429374338390423e-01,0.000000e+00,6.617005e-01,8.046379e-01
8.535346571118141e+06,4.641221230899413e+00,4.092386829126087e-01,6.467335365829286e-01,0.000000e+00,6.596008e-01,1.306334e+00
8.551211527497077e+06,4.641084860237460e+00,4.091382609895989e-01,1.151400929722438e+00,0.000000e+00,6.566298e-01,1.808031e+00
8.567076483876014e+06,4.641716887727347e+00,4.092063715555410e-01,1.655928602375857e+00,0.000000e+00,6.537985e-01,2.309727e+00
8.582941440254951e+06,4.641133420896975e+00,4.090080701403822e-01,2.159605680352850e+00,0.000000e+00,6.518179e-01,2.811424e+00
8.598806396633888e+06,4.641155014478281e+00,4.089426575999349e-01,2.664056779525244e+00,0.000000e+00,-5.634122e+00,-2.970065e+00
8.614671353012824e+06,4.641557685172372e+00,4.089608266801334e-01,-3.115644831949343e+00,0.000000e+00,6.472760e-01,-2.468369e+00
8.630536309391761e+06,4.641141758863281e+00,4.087995166155619e-01,-2.611333408427600e+00,0.000000e+00,6.446612e-01,-1.966672e+00
8.646401265770698e+06,4.641472868519698e+00,4.088022806796242e-01,-2.107074910484933e+00,0.000000e+00,6.420992e-01,-1.464976e+00
8.662266222149635e+06,4.641209120728698e+00,4.086744556206918e-01,-1.603810543423538e+00,0.000000e+00,6.405314e-01,-9.632791e-01
8.678131178528572e+06,4.641204383845011e+00,4.086037060865200e-01,-1.099696850653915e+00,0.000000e+00,6.381142e-01,-4.615826e-01
8.693996134907508e+06,4.641658687319445e+00,4.086337476149058e-01,-5.965408423188024e-01,0.000000e+00,6.366547e-01,4.011389e-02
8.709861091286445e+06,4.641200460000489e+00,4.084634630167209e-01,-9.257644707616126e-02,0.000000e+00,6.343868e-01,5.418103e-01
8.725726047665382e+06,4.641640811594931e+00,4.084907248822941e-01,4.113292642252496e-01,0.000000e+00,6.321775e-01,1.043507e+00
8.741591004044319e+06,4.641250931966344e+00,4.083355492907897e-01,9.142745608745479e-01,0.000000e+00,6.309286e-01,1.545203e+00
8.757455960423255e+06,4.641289627809838e+00,4.082747925721457e-01,1.418053132493784e+00,0.000000e+00,6.288464e-01,2.046900e+00
8.773320916802192e+06,4.641444649904779e+00,4.082395701463320e-01,1.920840771555567e+00,0.000000e+00,6.277552e-01,2.548596e+00
8.789185873181129e+06,4.641263433833001e+00,4.081305654891801e-01,2.424496786987382e+00,0.000000e+00,6.257956e-01,3.050292e+00
8.805051226183975e+06,4.642207462294467e+00,4.082690948427814e-01,2.927744970629061e+00,0.000000e+00,-5.658929e+00,-2.731184e+00
8.820916182562912e+06,4.641288087942084e+00,4.079978222850942e-01,-2.852509571531936e+00,0.000000e+00,6.230222e-01,-2.229487e+00
8.836781138941849e+06,4.641493109412160e+00,4.079740614926066e-01,-2.349053718236186e+00,0.000000e+00,6.212630e-01,-1.727791e+00
8.852646095320785e+06,4.641350965749245e+00,4.078738064406262e-01,-1.846598501019118e+00,0.000000e+00,6.205043e-01,-1.226094e+00
8.868511051699722e+06,4.641361270670521e+00,4.078073137885965e-01,-1.343286282931583e+00,0.000000e+00,6.188886e-01,-7.243977e-01
8.884376008078659e+06,4.641519541845139e+00,4.077733297472295e-01,-8.409636928202657e-01,0.000000e+00,6.182625e-01,-2.227011e-01
8.900240964457596e+06,4.641348999477955e+00,4.076670553164296e-01,-3.377743656225168e-01,0.000000e+00,6.167697e-01,2.789953e-01
8.916105920836532e+06,4.642080127754307e+00,4.077594317110669e-01,1.645486161980092e-01,0.000000e+00,6.161432e-01,7.806918e-01
8.931970877215469e+06,4.641365077359680e+00,4.075332499449812e-01,6.674770373476301e-01,0.000000e+00,6.149111e-01,1.282388e+00
8.947835833594406e+06,4.642123482741249e+00,4.076318617363330e-01,1.170326841930226e+00,0.000000e+00,6.137577e-01,1.784085e+00
8.963700789973343e+06,4.641394447091984e+00,4.074026187272439e-01,1.672463161089043e+00,0.000000e+00,6.133178e-01,2.285781e+00
8.979565746352280e+06,4.641666082730785e+00,4.073941333016524e-01,2.175320421705091e+00,0.000000e+00,6.121570e-01,2.787477e+00
8.995430702731216e+06,4.641435245039854e+00,4.072747427742832e-01,2.677182174404466e+00,0.000000e+00,-5.671194e+00,-2.994011e+00
9.011295659110153e+06,4.641533491541916e+00,4.072281360363915e-01,-3.103281696829470e+00,0.000000e+00,6.109668e-01,-2.492315e+00
9.027160615489090e+06,4.641489920830112e+00,4.071501110621953e-01,-2.601551495587062e+00,0.000000e+00,6.109331e-01,-1.990618e+00
9.043025571868027e+06,4.641500922598313e+00,4.070843083881447e-01,-2.098964991996965e+00,0.000000e+00,6.100432e-01,-1.488922e+00
9.058890528246963e+06,4.641562418973402e+00,4.070295277826762e-01,-1.597365932051723e+00,0.000000e+00,6.101407e-01,-9.872253e-01
9.074755484625900e+06,4.641500015213069e+00,4.069475318426731e-01,-1.094908385644802e+00,0.000000e+00,6.093796e-01,-4.855287e-01
9.090620441004837e+06,4.641653762944955e+00,4.069131770602882e-01,-5.934431920590095e-01,0.000000e+00,6.096110e-01,1.616776e-02
9.106485397383774e+06,4.641511811699223e+00,4.068136100674447e-01,-9.111353294528854e-02,0.000000e+00,6.089777e-01,5.178642e-01
9.122350353762710e+06,4.641754567155377e+00,4.067989833487549e-01,4.102204583121407e-01,0.000000e+00,6.093402e-01,1.019561e+00
9.138215310141647e+06,4.641529671584435e+00,4.066810922428334e-01,9.124184416477000e-01,0.000000e+00,6.088386e-01,1.521257e+00
9.154080266520584e+06,4.641841752525504e+00,4.066818599647473e-01,1.413624816783748e+00,0.000000e+00,6.093286e-01,2.022953e+00
9.169945222899521e+06,4.641550895289689e+00,4.065493894325535e-01,1.915687168156676e+00,0.000000e+00,6.089627e-01,2.524650e+00
9.185810179278458e+06,4.641889603075312e+00,4.065561081936184e-01,2.416764429442972e+00,0.000000e+00,6.095819e-01,3.026346e+00
9.201675135657394e+06,4.641574448208740e+00,4.064182497574500e-01,2.918692673705211e+00,0.000000e+00,-5.673835e+00,-2.755143e+00
9.217540092036331e+06,4.641887331449884e+00,4.064192866337782e-01,-2.863549529619621e+00,0.000000e+00,6.101035e-01,-2.253446e+00
9.233405048415268e+06,4.641600345009772e+00,4.062876171892257e-01,-2.361750239854728e+00,0.000000e+00,6.100008e-01,-1.751749e+00
9.249270004794205e+06,4.641846428181091e+00,4.062738570142253e-01,-1.860942606513457e+00,0.000000e+00,6.108897e-01,-1.250053e+00
9.265134961173141e+06,4.641629659566135e+00,4.061576684345146e-01,-1.359270851286483e+00,0.000000e+00,6.109145e-01,-7.483563e-01
9.280999917552078e+06,4.641792751217085e+00,4.061254842537467e-01,-8.585947114935421e-01,0.000000e+00,6.119349e-01,-2.466598e-01
9.296864873931015e+06,4.641665174130577e+00,4.060289878300376e-01,-3.570541575586298e-01,0.000000e+00,6.120908e-01,2.550366e-01
9.312729830309952e+06,4.641748974313144e+00,4.059791774499871e-01,1.434940772298475e-01,0.000000e+00,6.132390e-01,7.567331e-01
9.328594786688888e+06,4.641713714437097e+00,4.059030920346797e-01,6.449007932324384e-01,0.000000e+00,6.135287e-01,1.258429e+00
9.344459743067825e+06,4.641724071178743e+00,4.058369446802350e-01,1.145319839219232e+00,0.000000e+00,6.148061e-01,1.760126e+00
9.360324699446762e+06,4.641794901642359e+00,4.057843417104826e-01,1.646595493959641e+00,0.000000e+00,6.152268e-01,2.261822e+00
9.376189655825699e+06,4.641716857872043e+00,4.056985391288863e-01,2.146879351232842e+00,0.000000e+00,6.166394e-01,2.763519e+00
9.392054612204636e+06,4.641979498414591e+00,4.056884267070420e-01,2.648022564858703e+00,0.000000e+00,-5.665993e+00,-3.017970e+00
9.407919568583572e+06,4.641723414465448e+00,4.055630714473273e-01,-3.135013780662260e+00,0.000000e+00,6.187402e-01,-2.516274e+00
9.423784524962509e+06,4.642489175850901e+00,4.056644983383927e-01,-2.634158599678321e+00,0.000000e+00,6.195815e-01,-2.014577e+00
9.439649481341446e+06,4.641741382296235e+00,4.054299672557836e-01,-2.133988417362628e+00,0.000000e+00,6.211079e-01,-1.512881e+00
9.455514437720383e+06,4.642451738561503e+00,4.055190336378620e-01,-1.633921726997909e+00,0.000000e+00,6.227378e-01,-1.011184e+00
9.471379394099319e+06,4.641772873576882e+00,4.052996385941451e-01,-1.133227869228354e+00,0.000000e+00,6.237404e-01,-5.094874e-01
9.487244350478256e+06,4.641958863156434e+00,4.052721472237049e-01,-6.334109246898575e-01,0.000000e+00,6.256200e-01,-7.790928e-03
9.503109306857193e+06,4.641833754715178e+00,4.051755773105943e-01,-1.327273210986714e-01,0.000000e+00,6.266328e-01,4.939055e-01
